hotel,arrival_date,arrival_year,arrival_month_num,arrival_date_month,lead_time,lead_time_category,total_guests,total_nights,is_cancelled,adr,estimated_revenue,market_segment,distribution_channel,customer_type,meal,country,deposit_type,reservation_status
Resort Hotel,2016-02-11,2016,2,February,0,0-30 days,1.0,1,False,50.0,50.0,Direct,Direct,Transient-Party,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-04-18,2016,4,April,0,0-30 days,1.0,1,False,58.5,58.5,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,15,0-30 days,3.0,1,False,74.0,74.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,0,0-30 days,2.0,1,False,55.0,55.0,Direct,Direct,Transient,BB,FRA,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,8,0-30 days,2.0,2,False,45.0,90.0,Direct,Direct,Transient,BB,FRA,No Deposit,Check-Out
Resort Hotel,2016-02-06,2016,2,February,15,0-30 days,1.0,7,False,57.0,399.0,Offline TA/TO,TA/TO,Transient,FB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-05,2016,2,February,22,0-30 days,2.0,8,False,27.35,218.8,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,2,0-30 days,2.0,2,False,55.0,110.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,32,31-90 days,2.0,1,False,56.0,56.0,Complementary,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,2,0-30 days,3.0,0,False,0.0,0.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,2,0-30 days,2.0,2,False,106.0,212.0,Direct,Direct,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,0,0-30 days,2.0,2,False,55.0,110.0,Direct,Direct,Transient-Party,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-01-30,2016,1,January,19,0-30 days,2.0,14,False,41.04,574.56,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Check-Out
Resort Hotel,2016-02-06,2016,2,February,9,0-30 days,2.0,7,False,45.0,315.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,USA,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,8,0-30 days,2.0,1,False,53.0,53.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,2.0,1,False,50.0,50.0,Direct,Direct,Transient-Party,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-09-25,2016,9,September,0,0-30 days,1.0,1,False,70.0,70.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-12-02,2016,12,December,0,0-30 days,1.0,1,False,44.0,44.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,1.0,1,False,50.0,50.0,Direct,Direct,Transient-Party,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-06,2016,2,February,26,0-30 days,2.0,7,False,34.73,243.10999999999999,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-07,2016,2,February,2,0-30 days,2.0,6,False,26.1,156.60000000000002,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-06,2016,2,February,17,0-30 days,2.0,7,False,84.0,588.0,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,33,31-90 days,2.0,2,False,48.0,96.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,1,0-30 days,2.0,1,False,105.0,105.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-06,2016,2,February,26,0-30 days,2.0,7,False,53.71,375.97,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,8,0-30 days,2.0,2,False,31.16,62.32,Direct,Direct,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,1,0-30 days,2.0,2,False,70.0,140.0,Groups,TA/TO,Transient-Party,Undefined,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,16,0-30 days,2.0,3,False,37.0,111.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-01-17,2016,1,January,144,>90 days,2.0,28,False,24.8,694.4,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,23,0-30 days,2.0,2,False,29.0,58.0,Offline TA/TO,TA/TO,Contract,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,11,0-30 days,2.0,2,False,74.0,148.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,1,False,68.0,68.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,9,0-30 days,2.0,1,False,67.5,67.5,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,1,0-30 days,2.0,1,False,65.0,65.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,2.0,2,False,47.36,94.72,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,32,31-90 days,2.0,1,False,70.2,70.2,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,7,0-30 days,2.0,2,False,37.0,74.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,7,0-30 days,2.0,2,False,63.0,126.0,Offline TA/TO,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,9,0-30 days,2.0,1,False,0.0,0.0,Complementary,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,9,0-30 days,3.0,2,False,36.25,72.5,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,0,0-30 days,1.0,1,False,66.0,66.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-18,2016,2,February,0,0-30 days,1.0,1,False,49.0,49.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-03-23,2016,3,March,1,0-30 days,1.0,1,False,59.0,59.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-03-30,2016,3,March,2,0-30 days,1.0,2,False,93.5,187.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-06-17,2016,6,June,3,0-30 days,1.0,2,False,122.0,244.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-07-21,2016,7,July,4,0-30 days,1.0,3,False,201.0,603.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2017-01-23,2017,1,January,1,0-30 days,1.0,1,False,75.0,75.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2017-01-30,2017,1,January,1,0-30 days,1.0,2,False,65.0,130.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2017-05-30,2017,5,May,1,0-30 days,1.0,1,False,92.0,92.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2017-06-07,2017,6,June,1,0-30 days,1.0,1,False,162.0,162.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,9,0-30 days,2.0,2,False,29.0,58.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,18,0-30 days,2.0,2,False,29.0,58.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,3.0,1,False,73.92,73.92,Online TA,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,1,0-30 days,4.0,2,False,160.5,321.0,Online TA,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,12,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,0,0-30 days,2.0,1,False,117.0,117.0,Online TA,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,7,0-30 days,2.0,2,False,35.0,70.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,27,0-30 days,2.0,2,False,53.0,106.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,24,0-30 days,2.0,2,False,59.0,118.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,7,0-30 days,2.0,2,False,29.0,58.0,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,10,0-30 days,2.0,2,False,43.0,86.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-09-08,2016,9,September,9,0-30 days,2.0,3,False,213.6,640.8,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,3,0-30 days,2.0,2,False,81.0,162.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,13,0-30 days,2.0,2,False,75.0,150.0,Offline TA/TO,TA/TO,Transient,FB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,7,0-30 days,2.0,2,False,64.0,128.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,18,0-30 days,2.0,1,False,29.0,29.0,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,12,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,1,False,55.0,55.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-08,2016,2,February,0,0-30 days,2.0,6,False,46.66,279.96,Online TA,TA/TO,Group,BB,SWE,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,2,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,31,31-90 days,2.0,1,False,61.2,61.2,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,1,False,78.0,78.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,3,0-30 days,2.0,2,False,78.0,156.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,14,0-30 days,2.0,2,False,124.0,248.0,Direct,Direct,Transient,FB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,10,0-30 days,2.0,1,False,67.5,67.5,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,2,0-30 days,2.0,1,False,85.0,85.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,0,0-30 days,2.0,1,False,85.0,85.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,2.0,1,False,29.0,29.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-09,2016,2,February,0,0-30 days,2.0,5,False,50.0,250.0,Direct,Direct,Transient,BB,DEU,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,1,0-30 days,2.0,3,False,70.0,210.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,1,False,29.0,29.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-04,2016,2,February,61,31-90 days,2.0,10,False,42.5,425.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,19,0-30 days,2.0,1,False,106.5,106.5,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,2,0-30 days,2.0,2,False,95.0,190.0,Direct,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,9,0-30 days,2.0,1,False,29.0,29.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,31,31-90 days,2.0,2,False,48.0,96.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-09-02,2016,9,September,3,0-30 days,2.0,2,False,161.0,322.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,28,0-30 days,2.0,2,False,58.0,116.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,2.0,1,False,78.0,78.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,8,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,16,0-30 days,2.0,2,False,67.5,135.0,Direct,Direct,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,40,31-90 days,2.0,1,False,54.0,54.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,10,0-30 days,2.0,2,False,64.0,128.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,49,31-90 days,4.0,1,False,174.0,174.0,Direct,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,17,0-30 days,2.0,2,False,67.5,135.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,2,0-30 days,2.0,1,False,65.0,65.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,1,0-30 days,2.0,1,False,65.0,65.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,0,0-30 days,2.0,1,False,77.0,77.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,39,31-90 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,1,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,39,31-90 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,1,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,2.0,2,False,58.5,117.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,25,0-30 days,2.0,1,False,98.0,98.0,Direct,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-01-31,2016,1,January,23,0-30 days,2.0,14,False,45.37,635.18,Online TA,TA/TO,Transient,BB,IRL,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,10,0-30 days,2.0,1,False,55.0,55.0,Offline TA/TO,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,0,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,16,0-30 days,2.0,1,False,67.5,67.5,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,8,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,2.0,2,False,97.5,195.0,Direct,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,1,0-30 days,2.0,2,False,35.0,70.0,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,10,0-30 days,1.0,4,False,41.0,164.0,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,43,31-90 days,2.0,4,False,46.4,185.6,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,23,0-30 days,2.0,4,False,40.5,162.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,10,0-30 days,2.0,3,False,61.0,183.0,Offline TA/TO,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,18,0-30 days,2.0,1,False,78.0,78.0,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,0,0-30 days,2.0,1,False,50.0,50.0,Direct,Direct,Transient,BB,BIH,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,11,0-30 days,2.0,3,False,68.0,204.0,Online TA,TA/TO,Transient,BB,CN,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,23,0-30 days,2.0,3,False,88.0,264.0,Online TA,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,29,0-30 days,2.0,4,False,40.65,162.6,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,5,0-30 days,2.0,1,False,75.0,75.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-11,2016,2,February,61,31-90 days,2.0,4,False,33.3,133.2,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,1,0-30 days,2.0,2,False,66.0,132.0,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,10,0-30 days,3.0,3,False,73.4,220.20000000000002,Offline TA/TO,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,2,0-30 days,2.0,2,False,61.5,123.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,1,0-30 days,2.0,2,False,60.0,120.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-01,2016,2,February,16,0-30 days,2.0,14,False,26.1,365.40000000000003,Offline TA/TO,TA/TO,Transient,BB,IRL,No Deposit,Check-Out
Resort Hotel,2016-02-08,2016,2,February,32,31-90 days,2.0,7,False,33.3,233.09999999999997,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,0,0-30 days,5.0,2,False,150.0,300.0,Direct,Direct,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-09,2016,2,February,87,31-90 days,2.0,6,False,98.0,588.0,Online TA,TA/TO,Transient,HB,MUS,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,2.0,2,False,32.0,64.0,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,0,0-30 days,2.0,1,False,55.0,55.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,2,False,106.0,212.0,Direct,Direct,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,4,0-30 days,3.0,1,False,125.0,125.0,Online TA,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,4,0-30 days,2.0,2,False,61.0,122.0,Offline TA/TO,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-10,2016,2,February,13,0-30 days,4.0,5,False,96.25,481.25,Offline TA/TO,TA/TO,Transient,HB,NGA,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,2.0,2,False,75.0,150.0,Offline TA/TO,TA/TO,Transient,FB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,3,0-30 days,2.0,1,False,110.0,110.0,Online TA,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,13,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,2.0,2,False,73.92,147.84,Online TA,TA/TO,Transient,HB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,40,31-90 days,2.0,1,False,108.0,108.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-10,2016,2,February,37,31-90 days,2.0,5,False,37.0,185.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,16,0-30 days,2.0,1,False,117.5,117.5,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,3,0-30 days,2.0,1,False,125.0,125.0,Direct,Direct,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,3,0-30 days,2.0,2,False,29.0,58.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,30,0-30 days,2.0,2,False,78.0,156.0,Online TA,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2017-02-12,2017,2,February,123,>90 days,2.0,4,False,76.5,306.0,Online TA,TA/TO,Transient,HB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,4,0-30 days,2.0,1,False,60.0,60.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,5,0-30 days,2.0,1,False,58.0,58.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,0,0-30 days,2.0,1,False,45.0,45.0,Direct,Direct,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,7,0-30 days,1.0,1,False,27.0,27.0,Corporate,Corporate,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,0,0-30 days,2.0,1,False,54.0,54.0,Online TA,TA/TO,Transient,BB,SWE,No Deposit,Check-Out
Resort Hotel,2016-02-13,2016,2,February,9,0-30 days,2.0,3,False,48.0,144.0,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,0,0-30 days,3.0,1,False,71.61,71.61,Online TA,TA/TO,Transient,BB,COM,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,0,0-30 days,1.0,4,False,54.0,216.0,Direct,Direct,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-09,2016,2,February,26,0-30 days,2.0,7,False,26.1,182.70000000000002,Offline TA/TO,TA/TO,Transient,BB,NLD,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,1,0-30 days,2.0,2,False,50.0,100.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-12,2016,2,February,1,0-30 days,3.0,4,False,80.25,321.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,0,0-30 days,1.0,1,False,30.0,30.0,Corporate,Corporate,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2017-02-20,2017,2,February,3,0-30 days,1.0,1,False,35.0,35.0,Corporate,Corporate,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,5,0-30 days,2.0,2,False,65.0,130.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,50,31-90 days,2.0,2,False,58.0,116.0,Direct,Direct,Transient,BB,DEU,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,2,0-30 days,2.0,1,False,29.0,29.0,Offline TA/TO,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,0,0-30 days,2.0,1,False,48.0,48.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-09,2016,2,February,83,31-90 days,2.0,7,False,26.0,182.0,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-14,2016,2,February,20,0-30 days,2.0,3,False,38.33,114.99,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-04,2016,2,February,14,0-30 days,1.0,13,False,22.5,292.5,Offline TA/TO,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
Resort Hotel,2016-02-09,2016,2,February,5,0-30 days,1.0,8,False,39.0,312.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
Resort Hotel,2016-02-15,2016,2,February,0,0-30 days,1.0,2,False,35.0,70.0,Direct,Direct,Transient,BB,PRT,No Deposit,Check-Out
