hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,arrival_year,arrival_month_num,arrival_day,total_guests,total_nights,lead_time_category,is_cancelled,estimated_revenue
Resort Hotel,0,14,2016,July,28,6,1,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,167.23,1,1,Check-Out,2016-07-11,2016-07-06,2016,7,6,2.0,5,0-30 days,False,836.15
Resort Hotel,0,13,2016,July,28,7,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,208.5,1,1,Check-Out,2016-07-11,2016-07-07,2016,7,7,2.0,4,0-30 days,False,834.0
Resort Hotel,0,9,2016,July,29,11,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,20.0,0,Transient,0.0,0,0,Check-Out,2016-07-11,2016-07-11,2016,7,11,1.0,0,0-30 days,False,0.0
Resort Hotel,0,16,2016,July,28,8,1,2,2,1.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,163.78,1,1,Check-Out,2016-07-11,2016-07-08,2016,7,8,3.0,3,0-30 days,False,491.34000000000003
Resort Hotel,0,3,2016,July,28,9,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,0.0,0,Transient,198.5,0,2,Check-Out,2016-07-11,2016-07-09,2016,7,9,3.0,2,0-30 days,False,397.0
Resort Hotel,0,192,2016,July,28,4,2,5,3,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,137.96,0,0,Check-Out,2016-07-11,2016-07-04,2016,7,4,3.0,7,>90 days,False,965.72
Resort Hotel,0,171,2016,July,28,4,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0.0,0,Transient-Party,88.11,0,1,Check-Out,2016-07-11,2016-07-04,2016,7,4,2.0,7,>90 days,False,616.77
Resort Hotel,0,171,2016,July,28,4,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0.0,0,Transient-Party,86.4,0,1,Check-Out,2016-07-11,2016-07-04,2016,7,4,2.0,7,>90 days,False,604.8000000000001
Resort Hotel,0,166,2016,July,28,9,1,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0.0,0,Transient,164.0,0,2,Check-Out,2016-07-11,2016-07-09,2016,7,9,2.0,2,>90 days,False,328.0
Resort Hotel,0,166,2016,July,28,4,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315.0,0.0,0,Transient,94.0,0,1,Check-Out,2016-07-11,2016-07-04,2016,7,4,2.0,7,>90 days,False,658.0
Resort Hotel,0,0,2016,July,29,10,1,0,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,0.0,0.0,0,Transient,194.0,0,0,Check-Out,2016-07-11,2016-07-10,2016,7,10,4.0,1,0-30 days,False,194.0
Resort Hotel,0,223,2016,July,28,4,2,5,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,82.71,0,2,Check-Out,2016-07-11,2016-07-04,2016,7,4,2.0,7,>90 days,False,578.9699999999999
Resort Hotel,0,1,2016,July,29,10,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0.0,0,Transient,156.0,1,0,Check-Out,2016-07-11,2016-07-10,2016,7,10,3.0,1,0-30 days,False,156.0
Resort Hotel,0,232,2016,July,28,6,2,4,2,2.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,0.0,0,Transient,135.3,1,0,Check-Out,2016-07-12,2016-07-06,2016,7,6,4.0,6,>90 days,False,811.8000000000001
Resort Hotel,0,173,2016,July,27,2,4,6,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143.0,0.0,0,Transient,79.9,0,2,Check-Out,2016-07-12,2016-07-02,2016,7,2,2.0,10,>90 days,False,799.0
Resort Hotel,0,166,2016,July,27,2,4,6,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,143.0,0.0,0,Contract,81.9,0,0,Check-Out,2016-07-12,2016-07-02,2016,7,2,2.0,10,>90 days,False,819.0
Resort Hotel,0,182,2016,July,28,5,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,99.46,0,2,Check-Out,2016-07-12,2016-07-05,2016,7,5,2.0,7,>90 days,False,696.2199999999999
Resort Hotel,0,182,2016,July,28,5,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,97.75,0,1,Check-Out,2016-07-12,2016-07-05,2016,7,5,2.0,7,>90 days,False,684.25
Resort Hotel,0,181,2016,July,28,5,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,2.0,0.0,0,Contract,70.0,0,0,Check-Out,2016-07-12,2016-07-05,2016,7,5,2.0,7,>90 days,False,490.0
Resort Hotel,0,165,2016,July,27,2,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0.0,0,Contract,59.8,0,0,Check-Out,2016-07-12,2016-07-02,2016,7,2,2.0,10,>90 days,False,598.0
Resort Hotel,0,128,2016,July,28,7,2,3,2,1.0,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241.0,0.0,0,Transient,169.95,0,1,Check-Out,2016-07-12,2016-07-07,2016,7,7,3.0,5,>90 days,False,849.75
Resort Hotel,0,0,2016,July,29,11,1,0,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,3,No Deposit,0.0,0.0,0,Transient,161.0,1,0,Check-Out,2016-07-12,2016-07-11,2016,7,11,1.0,1,0-30 days,False,161.0
Resort Hotel,0,32,2016,July,28,7,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,2,No Deposit,250.0,0.0,0,Transient,212.0,1,0,Check-Out,2016-07-12,2016-07-07,2016,7,7,2.0,5,31-90 days,False,1060.0
Resort Hotel,0,168,2016,July,28,5,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,0.0,0,Transient,77.4,0,0,Check-Out,2016-07-12,2016-07-05,2016,7,5,2.0,7,>90 days,False,541.8000000000001
Resort Hotel,0,4,2016,July,29,11,1,0,2,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,0.0,415.0,0,Transient,73.0,0,0,Check-Out,2016-07-12,2016-07-11,2016,7,11,2.0,1,0-30 days,False,73.0
Resort Hotel,0,173,2016,July,27,2,4,6,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,0.0,0,Contract,87.8,0,1,Check-Out,2016-07-12,2016-07-02,2016,7,2,2.0,10,>90 days,False,878.0
Resort Hotel,0,2,2016,July,29,11,1,0,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,144.0,0,1,Check-Out,2016-07-12,2016-07-11,2016,7,11,2.0,1,0-30 days,False,144.0
Resort Hotel,0,6,2016,July,28,8,2,2,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,E,E,5,No Deposit,250.0,0.0,0,Transient,191.1,1,1,Check-Out,2016-07-12,2016-07-08,2016,7,8,2.0,4,0-30 days,False,764.4
Resort Hotel,0,177,2016,July,28,4,3,5,1,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,242.0,0.0,0,Transient,211.8,1,1,Check-Out,2016-07-12,2016-07-04,2016,7,4,3.0,8,>90 days,False,1694.4
Resort Hotel,0,173,2016,July,27,2,4,6,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,0.0,0,Contract,66.7,0,0,Check-Out,2016-07-12,2016-07-02,2016,7,2,1.0,10,>90 days,False,667.0
Resort Hotel,0,12,2016,July,28,6,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,150.79,0,1,Check-Out,2016-07-13,2016-07-06,2016,7,6,2.0,7,0-30 days,False,1055.53
Resort Hotel,0,317,2016,July,28,6,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,0.0,0,Transient,102.71,0,3,Check-Out,2016-07-13,2016-07-06,2016,7,6,2.0,7,>90 days,False,718.9699999999999
Resort Hotel,0,183,2016,July,28,6,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,98.0,0,0,Check-Out,2016-07-13,2016-07-06,2016,7,6,2.0,7,>90 days,False,686.0
Resort Hotel,0,177,2016,July,28,6,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,104.6,0,1,Check-Out,2016-07-13,2016-07-06,2016,7,6,2.0,7,>90 days,False,732.1999999999999
Resort Hotel,0,161,2016,July,28,5,2,6,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,339.0,0.0,0,Transient,111.75,1,0,Check-Out,2016-07-13,2016-07-05,2016,7,5,2.0,8,>90 days,False,894.0
Resort Hotel,0,205,2016,July,28,4,3,6,2,1.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,69.0,0.0,0,Transient,85.67,0,1,Check-Out,2016-07-13,2016-07-04,2016,7,4,3.0,9,>90 days,False,771.03
Resort Hotel,0,0,2016,July,29,12,0,1,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,G,0,No Deposit,0.0,0.0,0,Transient,201.0,1,0,Check-Out,2016-07-13,2016-07-12,2016,7,12,1.0,1,0-30 days,False,201.0
Resort Hotel,0,165,2016,July,28,3,4,6,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,242.0,0.0,0,Transient,181.3,0,1,Check-Out,2016-07-13,2016-07-03,2016,7,3,4.0,10,>90 days,False,1813.0
Resort Hotel,0,0,2016,July,29,12,0,1,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,E,0,No Deposit,0.0,0.0,0,Transient,161.0,1,0,Check-Out,2016-07-13,2016-07-12,2016,7,12,1.0,1,0-30 days,False,161.0
Resort Hotel,0,66,2016,July,28,4,3,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,0.0,0,Transient,100.0,0,0,Check-Out,2016-07-13,2016-07-04,2016,7,4,2.0,9,31-90 days,False,900.0
Resort Hotel,0,6,2016,July,29,11,1,1,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,282.0,0,2,Check-Out,2016-07-13,2016-07-11,2016,7,11,4.0,2,0-30 days,False,564.0
Resort Hotel,0,22,2016,August,36,31,2,4,2,3.0,0,HB,PRT,Online TA,TA/TO,1,0,1,G,G,1,No Deposit,240.0,0.0,0,Transient,311.33,1,2,Check-Out,2016-09-06,2016-08-31,2016,8,31,5.0,6,0-30 days,False,1867.98
Resort Hotel,0,165,2016,July,28,4,3,6,2,0.0,0,FB,BEL,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,71.0,0.0,0,Transient,110.0,0,0,Check-Out,2016-07-13,2016-07-04,2016,7,4,2.0,9,>90 days,False,990.0
Resort Hotel,0,2,2016,July,29,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,150.0,0,1,Check-Out,2016-07-15,2016-07-14,2016,7,14,2.0,1,0-30 days,False,150.0
Resort Hotel,0,171,2016,July,28,7,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,0.0,0,Contract,68.0,0,0,Check-Out,2016-07-14,2016-07-07,2016,7,7,2.0,7,>90 days,False,476.0
Resort Hotel,0,167,2016,July,28,3,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,59.8,0,0,Check-Out,2016-07-14,2016-07-03,2016,7,3,2.0,11,>90 days,False,657.8
Resort Hotel,0,210,2016,June,27,30,4,10,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,61.88,0,1,Check-Out,2016-07-14,2016-06-30,2016,6,30,2.0,14,>90 days,False,866.32
Resort Hotel,0,171,2016,July,28,7,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,F,2,No Deposit,243.0,0.0,0,Contract,108.0,0,0,Check-Out,2016-07-14,2016-07-07,2016,7,7,2.0,7,>90 days,False,756.0
Resort Hotel,0,164,2016,June,27,30,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,70.0,0,1,Check-Out,2016-07-14,2016-06-30,2016,6,30,2.0,14,>90 days,False,980.0
Resort Hotel,0,180,2016,July,28,4,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,87.8,0,0,Check-Out,2016-07-14,2016-07-04,2016,7,4,2.0,10,>90 days,False,878.0
Resort Hotel,0,245,2017,June,25,22,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,84.8,0,1,Check-Out,2017-07-06,2017-06-22,2017,6,22,2.0,14,>90 days,False,1187.2
Resort Hotel,0,191,2016,July,28,7,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,80.03,0,0,Check-Out,2016-07-14,2016-07-07,2016,7,7,3.0,7,>90 days,False,560.21
Resort Hotel,0,171,2016,July,28,7,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,70.86,0,0,Check-Out,2016-07-14,2016-07-07,2016,7,7,2.0,7,>90 days,False,496.02
Resort Hotel,0,164,2016,June,27,30,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,59.8,0,0,Check-Out,2016-07-14,2016-06-30,2016,6,30,2.0,14,>90 days,False,837.1999999999999
Resort Hotel,0,196,2016,July,28,9,2,3,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0.0,0,Transient,115.0,0,1,Check-Out,2016-07-14,2016-07-09,2016,7,9,4.0,5,>90 days,False,575.0
Resort Hotel,0,171,2016,July,28,7,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,68.86,0,0,Check-Out,2016-07-14,2016-07-07,2016,7,7,2.0,7,>90 days,False,482.02
Resort Hotel,0,89,2016,July,29,14,0,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,0.0,0,0,Check-Out,2016-07-14,2016-07-14,2016,7,14,2.0,0,31-90 days,False,0.0
Resort Hotel,0,6,2016,July,29,13,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0.0,270.0,0,Transient,73.0,0,1,Check-Out,2016-07-14,2016-07-13,2016,7,13,2.0,1,0-30 days,False,73.0
Resort Hotel,0,6,2016,September,39,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,C,0,No Deposit,0.0,270.0,0,Transient,59.0,0,1,Check-Out,2016-09-21,2016-09-20,2016,9,20,1.0,1,0-30 days,False,59.0
Resort Hotel,0,5,2016,October,43,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0.0,270.0,0,Transient,42.0,0,1,Check-Out,2016-10-19,2016-10-18,2016,10,18,1.0,1,0-30 days,False,42.0
Resort Hotel,0,5,2016,November,47,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0.0,270.0,0,Transient,30.0,0,1,Check-Out,2016-11-16,2016-11-15,2016,11,15,1.0,1,0-30 days,False,30.0
Resort Hotel,0,6,2016,December,51,13,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,0.0,270.0,0,Transient,30.0,0,1,Check-Out,2016-12-15,2016-12-13,2016,12,13,1.0,2,0-30 days,False,60.0
Resort Hotel,0,6,2017,January,2,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,0.0,270.0,0,Transient,35.0,0,1,Check-Out,2017-01-11,2017-01-10,2017,1,10,1.0,1,0-30 days,False,35.0
Resort Hotel,0,0,2017,January,4,24,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,D,0,No Deposit,0.0,270.0,0,Transient,40.0,0,1,Check-Out,2017-01-26,2017-01-24,2017,1,24,2.0,2,0-30 days,False,80.0
Resort Hotel,0,1,2017,February,6,7,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,1,No Deposit,0.0,270.0,0,Transient,35.0,0,1,Check-Out,2017-02-09,2017-02-07,2017,2,7,1.0,2,0-30 days,False,70.0
Resort Hotel,0,6,2017,March,10,7,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,0.0,270.0,0,Transient,35.0,0,1,Check-Out,2017-03-09,2017-03-07,2017,3,7,1.0,2,0-30 days,False,70.0
Resort Hotel,0,3,2017,May,21,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,0.0,323.0,0,Transient,45.0,0,1,Check-Out,2017-05-26,2017-05-25,2017,5,25,1.0,1,0-30 days,False,45.0
Resort Hotel,0,12,2016,July,28,7,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0.0,0,Transient,209.57,0,1,Check-Out,2016-07-14,2016-07-07,2016,7,7,2.0,7,0-30 days,False,1466.99
Resort Hotel,0,164,2016,June,27,30,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,68.86,0,0,Check-Out,2016-07-14,2016-06-30,2016,6,30,2.0,14,>90 days,False,964.04
Resort Hotel,0,0,2016,July,29,12,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient,165.0,0,0,Check-Out,2016-07-14,2016-07-12,2016,7,12,2.0,2,0-30 days,False,330.0
Resort Hotel,0,12,2016,July,29,11,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,181.0,1,0,Check-Out,2016-07-14,2016-07-11,2016,7,11,2.0,3,0-30 days,False,543.0
Resort Hotel,0,204,2016,July,28,9,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,0.0,0,Transient,94.6,0,0,Check-Out,2016-07-14,2016-07-09,2016,7,9,2.0,5,>90 days,False,473.0
Resort Hotel,0,9,2016,July,28,8,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,169.0,0,0,Check-Out,2016-07-14,2016-07-08,2016,7,8,2.0,6,0-30 days,False,1014.0
Resort Hotel,0,154,2016,July,29,11,1,2,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,327.0,0.0,0,Transient,64.8,0,0,Check-Out,2016-07-14,2016-07-11,2016,7,11,2.0,3,>90 days,False,194.39999999999998
Resort Hotel,0,164,2016,June,27,30,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,70.0,0,2,Check-Out,2016-07-14,2016-06-30,2016,6,30,2.0,14,>90 days,False,980.0
Resort Hotel,0,351,2017,June,26,29,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,1,D,D,0,No Deposit,243.0,0.0,0,Group,123.5,0,3,Check-Out,2017-07-13,2017-06-29,2017,6,29,2.0,14,>90 days,False,1729.0
Resort Hotel,0,2,2016,July,29,12,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0.0,0.0,0,Transient,171.0,1,1,Check-Out,2016-07-14,2016-07-12,2016,7,12,2.0,2,0-30 days,False,342.0
Resort Hotel,0,0,2017,March,11,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,F,F,0,No Deposit,0.0,0.0,0,Transient,107.0,1,1,Check-Out,2017-03-19,2017-03-17,2017,3,17,2.0,2,0-30 days,False,214.0
Resort Hotel,0,2,2017,June,26,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,E,E,0,No Deposit,0.0,0.0,0,Transient,179.0,1,1,Check-Out,2017-06-30,2017-06-28,2017,6,28,2.0,2,0-30 days,False,358.0
Resort Hotel,0,137,2016,July,28,9,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,119.0,0,1,Check-Out,2016-07-14,2016-07-09,2016,7,9,2.0,5,>90 days,False,595.0
Resort Hotel,0,113,2016,July,28,7,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0.0,0,Transient,183.86,1,1,Check-Out,2016-07-14,2016-07-07,2016,7,7,2.0,7,>90 days,False,1287.02
Resort Hotel,0,0,2016,July,29,13,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,161.0,0,0,Check-Out,2016-07-14,2016-07-13,2016,7,13,2.0,1,0-30 days,False,161.0
Resort Hotel,0,2,2016,July,29,14,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,161.0,0,0,Check-Out,2016-07-15,2016-07-14,2016,7,14,2.0,1,0-30 days,False,161.0
Resort Hotel,0,1,2016,July,29,13,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,144.0,0,0,Check-Out,2016-07-14,2016-07-13,2016,7,13,2.0,1,0-30 days,False,144.0
Resort Hotel,0,179,2016,July,28,4,3,7,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0.0,0,Transient,100.89,0,0,Check-Out,2016-07-14,2016-07-04,2016,7,4,2.0,10,>90 days,False,1008.9
Resort Hotel,0,212,2016,July,29,11,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,0.0,0,Transient,108.0,0,1,Check-Out,2016-07-14,2016-07-11,2016,7,11,2.0,3,>90 days,False,324.0
Resort Hotel,0,30,2016,July,29,12,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,189.0,0,1,Check-Out,2016-07-14,2016-07-12,2016,7,12,2.0,2,0-30 days,False,378.0
Resort Hotel,0,220,2016,July,28,4,3,7,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315.0,0.0,0,Transient,70.0,0,0,Check-Out,2016-07-14,2016-07-04,2016,7,4,2.0,10,>90 days,False,700.0
Resort Hotel,0,122,2016,July,29,15,2,4,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,315.0,0.0,0,Transient,113.05,0,0,Check-Out,2016-07-21,2016-07-15,2016,7,15,2.0,6,>90 days,False,678.3
Resort Hotel,0,122,2016,July,29,15,2,4,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315.0,0.0,0,Transient,110.7,0,0,Check-Out,2016-07-21,2016-07-15,2016,7,15,2.0,6,>90 days,False,664.2
Resort Hotel,0,9,2016,July,29,15,2,3,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient,199.0,0,0,Check-Out,2016-07-20,2016-07-15,2016,7,15,4.0,5,0-30 days,False,995.0
Resort Hotel,0,177,2016,July,27,1,4,10,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient,60.18,0,0,Check-Out,2016-07-15,2016-07-01,2016,7,1,1.0,14,>90 days,False,842.52
Resort Hotel,0,180,2016,July,28,4,3,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,70.0,0,0,Check-Out,2016-07-15,2016-07-04,2016,7,4,2.0,11,>90 days,False,770.0
Resort Hotel,0,182,2016,July,28,6,2,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,70.0,0,0,Check-Out,2016-07-15,2016-07-06,2016,7,6,2.0,9,>90 days,False,630.0
Resort Hotel,0,258,2016,July,28,4,3,8,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,0.0,0,Transient,130.5,0,0,Check-Out,2016-07-15,2016-07-04,2016,7,4,2.0,11,>90 days,False,1435.5
Resort Hotel,0,322,2016,July,28,4,3,8,2,2.0,0,BB,DNK,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0.0,0,Transient,123.25,0,0,Check-Out,2016-07-15,2016-07-04,2016,7,4,4.0,11,>90 days,False,1355.75
Resort Hotel,0,147,2016,July,28,8,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,146.1,0,0,Check-Out,2016-07-15,2016-07-08,2016,7,8,2.0,7,>90 days,False,1022.6999999999999
Resort Hotel,0,23,2016,July,29,15,0,0,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,0.0,0,1,Check-Out,2016-07-15,2016-07-15,2016,7,15,2.0,0,0-30 days,False,0.0
Resort Hotel,0,178,2016,July,29,11,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,102.9,1,0,Check-Out,2016-07-15,2016-07-11,2016,7,11,2.0,4,>90 days,False,411.6
Resort Hotel,0,17,2016,July,29,14,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,146.0,0.0,0,Transient,65.0,0,0,Check-Out,2016-07-15,2016-07-14,2016,7,14,1.0,1,0-30 days,False,65.0
